nbNodes = 29;
s = <1, 0>;
t = <6, 3>;

Nodes = {
	<0,0> // Sommet au point (0,0)
	<1,0> // Sommet au point (1,0)
	<2,0> // Sommet au point (2,0)
	<3,0> // Sommet au point (3,0)
	<4,0> // Sommet au point (4,0)
	<5,0> // Sommet au point (5,0)
	<6,0> // Sommet au point (6,0)
	<7,0> // Sommet au point (7,0)
	<0,1> // Sommet au point (0,1)
	<2,1> // Sommet au point (2,1)
	<3,1> // Sommet au point (3,1)
	<4,1> // Sommet au point (4,1)
	<5,1> // Sommet au point (5,1)
	<7,1> // Sommet au point (7,1)
	<8,1> // Sommet au point (8,1)
	<0,2> // Sommet au point (0,2)
	<1,2> // Sommet au point (1,2)
	<2,2> // Sommet au point (2,2)
	<5,2> // Sommet au point (5,2)
	<7,2> // Sommet au point (7,2)
	<8,2> // Sommet au point (8,2)
	<0,3> // Sommet au point (0,3)
	<2,3> // Sommet au point (2,3)
	<3,3> // Sommet au point (3,3)
	<4,3> // Sommet au point (4,3)
	<5,3> // Sommet au point (5,3)
	<6,3> // Sommet au point (6,3)
	<7,3> // Sommet au point (7,3)
	<8,3> // Sommet au point (8,3)
};

Arcs = {
	<<0, 0>, <1, 0>, 1.0>
	<<0, 0>, <0, 1>, 1.0>
	<<0, 1>, <0, 0>, 1.0>
	<<0, 1>, <0, 2>, 1.0>
	<<0, 1>, <1, 0>, 1.4142135623730951>
	<<0, 1>, <1, 2>, 1.4142135623730951>
	<<0, 2>, <1, 2>, 1.0>
	<<0, 2>, <0, 1>, 1.0>
	<<0, 2>, <0, 3>, 1.0>
	<<0, 3>, <0, 2>, 1.0>
	<<0, 3>, <1, 2>, 1.4142135623730951>
	<<1, 0>, <0, 0>, 1.0>
	<<1, 0>, <2, 0>, 1.0>
	<<1, 0>, <0, 1>, 1.4142135623730951>
	<<1, 0>, <2, 1>, 1.4142135623730951>
	<<1, 2>, <0, 2>, 1.0>
	<<1, 2>, <2, 2>, 1.0>
	<<1, 2>, <0, 1>, 1.4142135623730951>
	<<1, 2>, <0, 3>, 1.4142135623730951>
	<<1, 2>, <2, 1>, 1.4142135623730951>
	<<1, 2>, <2, 3>, 1.4142135623730951>
	<<2, 0>, <1, 0>, 1.0>
	<<2, 0>, <3, 0>, 1.0>
	<<2, 0>, <2, 1>, 1.0>
	<<2, 0>, <3, 1>, 1.4142135623730951>
	<<2, 1>, <3, 1>, 1.0>
	<<2, 1>, <2, 0>, 1.0>
	<<2, 1>, <2, 2>, 1.0>
	<<2, 1>, <1, 0>, 1.4142135623730951>
	<<2, 1>, <1, 2>, 1.4142135623730951>
	<<2, 1>, <3, 0>, 1.4142135623730951>
	<<2, 2>, <1, 2>, 1.0>
	<<2, 2>, <2, 1>, 1.0>
	<<2, 2>, <2, 3>, 1.0>
	<<2, 2>, <3, 1>, 1.4142135623730951>
	<<2, 2>, <3, 3>, 1.4142135623730951>
	<<2, 3>, <3, 3>, 1.0>
	<<2, 3>, <2, 2>, 1.0>
	<<2, 3>, <1, 2>, 1.4142135623730951>
	<<3, 0>, <2, 0>, 1.0>
	<<3, 0>, <4, 0>, 1.0>
	<<3, 0>, <3, 1>, 1.0>
	<<3, 0>, <2, 1>, 1.4142135623730951>
	<<3, 0>, <4, 1>, 1.4142135623730951>
	<<3, 1>, <2, 1>, 1.0>
	<<3, 1>, <4, 1>, 1.0>
	<<3, 1>, <3, 0>, 1.0>
	<<3, 1>, <2, 0>, 1.4142135623730951>
	<<3, 1>, <2, 2>, 1.4142135623730951>
	<<3, 1>, <4, 0>, 1.4142135623730951>
	<<3, 3>, <2, 3>, 1.0>
	<<3, 3>, <4, 3>, 1.0>
	<<3, 3>, <2, 2>, 1.4142135623730951>
	<<4, 0>, <3, 0>, 1.0>
	<<4, 0>, <5, 0>, 1.0>
	<<4, 0>, <4, 1>, 1.0>
	<<4, 0>, <3, 1>, 1.4142135623730951>
	<<4, 0>, <5, 1>, 1.4142135623730951>
	<<4, 1>, <3, 1>, 1.0>
	<<4, 1>, <5, 1>, 1.0>
	<<4, 1>, <4, 0>, 1.0>
	<<4, 1>, <3, 0>, 1.4142135623730951>
	<<4, 1>, <5, 0>, 1.4142135623730951>
	<<4, 1>, <5, 2>, 1.4142135623730951>
	<<4, 3>, <3, 3>, 1.0>
	<<4, 3>, <5, 3>, 1.0>
	<<4, 3>, <5, 2>, 1.4142135623730951>
	<<5, 0>, <4, 0>, 1.0>
	<<5, 0>, <6, 0>, 1.0>
	<<5, 0>, <5, 1>, 1.0>
	<<5, 0>, <4, 1>, 1.4142135623730951>
	<<5, 1>, <4, 1>, 1.0>
	<<5, 1>, <5, 0>, 1.0>
	<<5, 1>, <5, 2>, 1.0>
	<<5, 1>, <4, 0>, 1.4142135623730951>
	<<5, 1>, <6, 0>, 1.4142135623730951>
	<<5, 2>, <5, 1>, 1.0>
	<<5, 2>, <5, 3>, 1.0>
	<<5, 2>, <4, 1>, 1.4142135623730951>
	<<5, 2>, <4, 3>, 1.4142135623730951>
	<<5, 2>, <6, 3>, 1.4142135623730951>
	<<5, 3>, <4, 3>, 1.0>
	<<5, 3>, <6, 3>, 1.0>
	<<5, 3>, <5, 2>, 1.0>
	<<6, 0>, <5, 0>, 1.0>
	<<6, 0>, <7, 0>, 1.0>
	<<6, 0>, <5, 1>, 1.4142135623730951>
	<<6, 0>, <7, 1>, 1.4142135623730951>
	<<6, 3>, <5, 3>, 1.0>
	<<6, 3>, <7, 3>, 1.0>
	<<6, 3>, <5, 2>, 1.4142135623730951>
	<<6, 3>, <7, 2>, 1.4142135623730951>
	<<7, 0>, <6, 0>, 1.0>
	<<7, 0>, <7, 1>, 1.0>
	<<7, 0>, <8, 1>, 1.4142135623730951>
	<<7, 1>, <8, 1>, 1.0>
	<<7, 1>, <7, 0>, 1.0>
	<<7, 1>, <7, 2>, 1.0>
	<<7, 1>, <6, 0>, 1.4142135623730951>
	<<7, 1>, <8, 2>, 1.4142135623730951>
	<<7, 2>, <8, 2>, 1.0>
	<<7, 2>, <7, 1>, 1.0>
	<<7, 2>, <7, 3>, 1.0>
	<<7, 2>, <6, 3>, 1.4142135623730951>
	<<7, 2>, <8, 1>, 1.4142135623730951>
	<<7, 2>, <8, 3>, 1.4142135623730951>
	<<7, 3>, <6, 3>, 1.0>
	<<7, 3>, <8, 3>, 1.0>
	<<7, 3>, <7, 2>, 1.0>
	<<7, 3>, <8, 2>, 1.4142135623730951>
	<<8, 1>, <7, 1>, 1.0>
	<<8, 1>, <8, 2>, 1.0>
	<<8, 1>, <7, 0>, 1.4142135623730951>
	<<8, 1>, <7, 2>, 1.4142135623730951>
	<<8, 2>, <7, 2>, 1.0>
	<<8, 2>, <8, 1>, 1.0>
	<<8, 2>, <8, 3>, 1.0>
	<<8, 2>, <7, 1>, 1.4142135623730951>
	<<8, 2>, <7, 3>, 1.4142135623730951>
	<<8, 3>, <7, 3>, 1.0>
	<<8, 3>, <8, 2>, 1.0>
	<<8, 3>, <7, 2>, 1.4142135623730951>
};
