nbNodes = 166;
s = <16, 1>;
t = <2, 17>;

Nodes = {
	<2,0> // Sommet au point (2,0)
	<9,0> // Sommet au point (9,0)
	<19,0> // Sommet au point (19,0)
	<0,1> // Sommet au point (0,1)
	<1,1> // Sommet au point (1,1)
	<2,1> // Sommet au point (2,1)
	<4,1> // Sommet au point (4,1)
	<6,1> // Sommet au point (6,1)
	<8,1> // Sommet au point (8,1)
	<9,1> // Sommet au point (9,1)
	<14,1> // Sommet au point (14,1)
	<16,1> // Sommet au point (16,1)
	<1,2> // Sommet au point (1,2)
	<4,2> // Sommet au point (4,2)
	<5,2> // Sommet au point (5,2)
	<6,2> // Sommet au point (6,2)
	<10,2> // Sommet au point (10,2)
	<13,2> // Sommet au point (13,2)
	<16,2> // Sommet au point (16,2)
	<18,2> // Sommet au point (18,2)
	<19,2> // Sommet au point (19,2)
	<0,3> // Sommet au point (0,3)
	<1,3> // Sommet au point (1,3)
	<3,3> // Sommet au point (3,3)
	<4,3> // Sommet au point (4,3)
	<10,3> // Sommet au point (10,3)
	<11,3> // Sommet au point (11,3)
	<12,3> // Sommet au point (12,3)
	<16,3> // Sommet au point (16,3)
	<19,3> // Sommet au point (19,3)
	<2,4> // Sommet au point (2,4)
	<5,4> // Sommet au point (5,4)
	<6,4> // Sommet au point (6,4)
	<10,4> // Sommet au point (10,4)
	<11,4> // Sommet au point (11,4)
	<12,4> // Sommet au point (12,4)
	<13,4> // Sommet au point (13,4)
	<15,4> // Sommet au point (15,4)
	<18,4> // Sommet au point (18,4)
	<19,4> // Sommet au point (19,4)
	<3,5> // Sommet au point (3,5)
	<4,5> // Sommet au point (4,5)
	<6,5> // Sommet au point (6,5)
	<10,5> // Sommet au point (10,5)
	<12,5> // Sommet au point (12,5)
	<16,5> // Sommet au point (16,5)
	<0,6> // Sommet au point (0,6)
	<7,6> // Sommet au point (7,6)
	<8,6> // Sommet au point (8,6)
	<11,6> // Sommet au point (11,6)
	<12,6> // Sommet au point (12,6)
	<13,6> // Sommet au point (13,6)
	<14,6> // Sommet au point (14,6)
	<15,6> // Sommet au point (15,6)
	<16,6> // Sommet au point (16,6)
	<17,6> // Sommet au point (17,6)
	<18,6> // Sommet au point (18,6)
	<1,7> // Sommet au point (1,7)
	<2,7> // Sommet au point (2,7)
	<3,7> // Sommet au point (3,7)
	<9,7> // Sommet au point (9,7)
	<12,7> // Sommet au point (12,7)
	<15,7> // Sommet au point (15,7)
	<16,7> // Sommet au point (16,7)
	<0,8> // Sommet au point (0,8)
	<1,8> // Sommet au point (1,8)
	<7,8> // Sommet au point (7,8)
	<8,8> // Sommet au point (8,8)
	<10,8> // Sommet au point (10,8)
	<12,8> // Sommet au point (12,8)
	<15,8> // Sommet au point (15,8)
	<16,8> // Sommet au point (16,8)
	<17,8> // Sommet au point (17,8)
	<3,9> // Sommet au point (3,9)
	<7,9> // Sommet au point (7,9)
	<9,9> // Sommet au point (9,9)
	<11,9> // Sommet au point (11,9)
	<13,9> // Sommet au point (13,9)
	<14,9> // Sommet au point (14,9)
	<17,9> // Sommet au point (17,9)
	<0,10> // Sommet au point (0,10)
	<2,10> // Sommet au point (2,10)
	<4,10> // Sommet au point (4,10)
	<7,10> // Sommet au point (7,10)
	<10,10> // Sommet au point (10,10)
	<11,10> // Sommet au point (11,10)
	<14,10> // Sommet au point (14,10)
	<1,11> // Sommet au point (1,11)
	<3,11> // Sommet au point (3,11)
	<5,11> // Sommet au point (5,11)
	<6,11> // Sommet au point (6,11)
	<8,11> // Sommet au point (8,11)
	<10,11> // Sommet au point (10,11)
	<11,11> // Sommet au point (11,11)
	<13,11> // Sommet au point (13,11)
	<18,11> // Sommet au point (18,11)
	<19,11> // Sommet au point (19,11)
	<2,12> // Sommet au point (2,12)
	<3,12> // Sommet au point (3,12)
	<6,12> // Sommet au point (6,12)
	<9,12> // Sommet au point (9,12)
	<12,12> // Sommet au point (12,12)
	<15,12> // Sommet au point (15,12)
	<16,12> // Sommet au point (16,12)
	<17,12> // Sommet au point (17,12)
	<0,13> // Sommet au point (0,13)
	<8,13> // Sommet au point (8,13)
	<12,13> // Sommet au point (12,13)
	<14,13> // Sommet au point (14,13)
	<15,13> // Sommet au point (15,13)
	<18,13> // Sommet au point (18,13)
	<19,13> // Sommet au point (19,13)
	<0,14> // Sommet au point (0,14)
	<2,14> // Sommet au point (2,14)
	<5,14> // Sommet au point (5,14)
	<6,14> // Sommet au point (6,14)
	<7,14> // Sommet au point (7,14)
	<11,14> // Sommet au point (11,14)
	<16,14> // Sommet au point (16,14)
	<2,15> // Sommet au point (2,15)
	<4,15> // Sommet au point (4,15)
	<7,15> // Sommet au point (7,15)
	<8,15> // Sommet au point (8,15)
	<9,15> // Sommet au point (9,15)
	<11,15> // Sommet au point (11,15)
	<12,15> // Sommet au point (12,15)
	<13,15> // Sommet au point (13,15)
	<19,15> // Sommet au point (19,15)
