nbNodes = 106;
s = <0, 0>;
t = <8, 13>;

Nodes = {
	<0,0> // Sommet au point (0,0)
	<3,0> // Sommet au point (3,0)
	<4,0> // Sommet au point (4,0)
	<5,0> // Sommet au point (5,0)
	<7,0> // Sommet au point (7,0)
	<8,0> // Sommet au point (8,0)
	<9,0> // Sommet au point (9,0)
	<5,1> // Sommet au point (5,1)
	<6,1> // Sommet au point (6,1)
	<7,1> // Sommet au point (7,1)
	<8,1> // Sommet au point (8,1)
	<9,1> // Sommet au point (9,1)
	<0,2> // Sommet au point (0,2)
	<1,2> // Sommet au point (1,2)
	<2,2> // Sommet au point (2,2)
	<4,2> // Sommet au point (4,2)
	<7,2> // Sommet au point (7,2)
	<8,2> // Sommet au point (8,2)
	<9,2> // Sommet au point (9,2)
	<0,3> // Sommet au point (0,3)
	<1,3> // Sommet au point (1,3)
	<4,3> // Sommet au point (4,3)
	<5,3> // Sommet au point (5,3)
	<7,3> // Sommet au point (7,3)
	<8,3> // Sommet au point (8,3)
	<9,3> // Sommet au point (9,3)
	<0,4> // Sommet au point (0,4)
	<2,4> // Sommet au point (2,4)
	<3,4> // Sommet au point (3,4)
	<4,4> // Sommet au point (4,4)
	<5,4> // Sommet au point (5,4)
	<7,4> // Sommet au point (7,4)
	<8,4> // Sommet au point (8,4)
	<9,4> // Sommet au point (9,4)
	<0,5> // Sommet au point (0,5)
	<3,5> // Sommet au point (3,5)
	<4,5> // Sommet au point (4,5)
	<7,5> // Sommet au point (7,5)
	<8,5> // Sommet au point (8,5)
	<9,5> // Sommet au point (9,5)
	<0,6> // Sommet au point (0,6)
	<1,6> // Sommet au point (1,6)
	<3,6> // Sommet au point (3,6)
	<4,6> // Sommet au point (4,6)
	<5,6> // Sommet au point (5,6)
	<6,6> // Sommet au point (6,6)
	<7,6> // Sommet au point (7,6)
	<8,6> // Sommet au point (8,6)
	<9,6> // Sommet au point (9,6)
	<1,7> // Sommet au point (1,7)
	<4,7> // Sommet au point (4,7)
	<6,7> // Sommet au point (6,7)
	<7,7> // Sommet au point (7,7)
	<8,7> // Sommet au point (8,7)
	<9,7> // Sommet au point (9,7)
	<0,8> // Sommet au point (0,8)
	<3,8> // Sommet au point (3,8)
	<4,8> // Sommet au point (4,8)
	<5,8> // Sommet au point (5,8)
	<7,8> // Sommet au point (7,8)
	<8,8> // Sommet au point (8,8)
	<9,8> // Sommet au point (9,8)
	<1,9> // Sommet au point (1,9)
	<3,9> // Sommet au point (3,9)
	<4,9> // Sommet au point (4,9)
	<7,9> // Sommet au point (7,9)
	<8,9> // Sommet au point (8,9)
	<9,9> // Sommet au point (9,9)
	<0,10> // Sommet au point (0,10)
	<1,10> // Sommet au point (1,10)
	<2,10> // Sommet au point (2,10)
	<3,10> // Sommet au point (3,10)
	<4,10> // Sommet au point (4,10)
	<5,10> // Sommet au point (5,10)
	<6,10> // Sommet au point (6,10)
	<7,10> // Sommet au point (7,10)
	<8,10> // Sommet au point (8,10)
	<9,10> // Sommet au point (9,10)
	<0,11> // Sommet au point (0,11)
	<1,11> // Sommet au point (1,11)
	<2,11> // Sommet au point (2,11)
	<3,11> // Sommet au point (3,11)
	<4,11> // Sommet au point (4,11)
	<5,11> // Sommet au point (5,11)
	<6,11> // Sommet au point (6,11)
	<7,11> // Sommet au point (7,11)
	<8,11> // Sommet au point (8,11)
	<9,11> // Sommet au point (9,11)
	<0,12> // Sommet au point (0,12)
	<1,12> // Sommet au point (1,12)
	<2,12> // Sommet au point (2,12)
	<3,12> // Sommet au point (3,12)
	<4,12> // Sommet au point (4,12)
	<5,12> // Sommet au point (5,12)
	<6,12> // Sommet au point (6,12)
	<8,12> // Sommet au point (8,12)
	<9,12> // Sommet au point (9,12)
	<3,13> // Sommet au point (3,13)
	<4,13> // Sommet au point (4,13)
	<5,13> // Sommet au point (5,13)
	<8,13> // Sommet au point (8,13)
	<1,14> // Sommet au point (1,14)
	<2,14> // Sommet au point (2,14)
	<5,14> // Sommet au point (5,14)
	<6,14> // Sommet au point (6,14)
	<7,14> // Sommet au point (7,14)
};

Arcs = {
	<<0, 2>, <1, 2>, 1.0>
	<<0, 2>, <0, 3>, 1.0>
	<<0, 2>, <1, 3>, 1.4142135623730951>
	<<0, 3>, <1, 3>, 1.0>
	<<0, 3>, <0, 2>, 1.0>
	<<0, 3>, <0, 4>, 1.0>
	<<0, 3>, <1, 2>, 1.4142135623730951>
	<<0, 4>, <0, 3>, 1.0>
	<<0, 4>, <0, 5>, 1.0>
	<<0, 4>, <1, 3>, 1.4142135623730951>
	<<0, 5>, <0, 4>, 1.0>
	<<0, 5>, <0, 6>, 1.0>
	<<0, 5>, <1, 6>, 1.4142135623730951>
	<<0, 6>, <1, 6>, 1.0>
	<<0, 6>, <0, 5>, 1.0>
	<<0, 6>, <1, 7>, 1.4142135623730951>
	<<0, 8>, <1, 7>, 1.4142135623730951>
	<<0, 8>, <1, 9>, 1.4142135623730951>
	<<0, 10>, <1, 10>, 1.0>
	<<0, 10>, <0, 11>, 1.0>
	<<0, 10>, <1, 9>, 1.4142135623730951>
	<<0, 10>, <1, 11>, 1.4142135623730951>
	<<0, 11>, <1, 11>, 1.0>
	<<0, 11>, <0, 10>, 1.0>
	<<0, 11>, <0, 12>, 1.0>
	<<0, 11>, <1, 10>, 1.4142135623730951>
	<<0, 11>, <1, 12>, 1.4142135623730951>
	<<0, 12>, <1, 12>, 1.0>
	<<0, 12>, <0, 11>, 1.0>
	<<0, 12>, <1, 11>, 1.4142135623730951>
	<<1, 2>, <0, 2>, 1.0>
	<<1, 2>, <2, 2>, 1.0>
	<<1, 2>, <1, 3>, 1.0>
	<<1, 2>, <0, 3>, 1.4142135623730951>
	<<1, 3>, <0, 3>, 1.0>
	<<1, 3>, <1, 2>, 1.0>
	<<1, 3>, <0, 2>, 1.4142135623730951>
	<<1, 3>, <0, 4>, 1.4142135623730951>
	<<1, 3>, <2, 2>, 1.4142135623730951>
	<<1, 3>, <2, 4>, 1.4142135623730951>
	<<1, 6>, <0, 6>, 1.0>
	<<1, 6>, <1, 7>, 1.0>
	<<1, 6>, <0, 5>, 1.4142135623730951>
	<<1, 7>, <1, 6>, 1.0>
